# q*x Normalized_I
1.469389e+00 2.937700e-01
1.470737e+00 2.956319e-01
1.471389e+00 2.983979e-01
1.473916e+00 2.915590e-01
1.477031e+00 3.095158e-01
1.477370e+00 2.862523e-01
1.478000e+00 2.948774e-01
1.478871e+00 2.893196e-01
1.479707e+00 2.720157e-01
1.479752e+00 2.803042e-01
1.480626e+00 2.880977e-01
1.483326e+00 2.721838e-01
1.486353e+00 2.893037e-01
1.486611e+00 2.921932e-01
1.487337e+00 2.862599e-01
1.489128e+00 2.833721e-01
1.489620e+00 3.016021e-01
1.493836e+00 2.892929e-01
1.494047e+00 2.841745e-01
1.495221e+00 2.908010e-01
1.495915e+00 2.784873e-01
1.500121e+00 2.783628e-01
1.500757e+00 2.852801e-01
1.500886e+00 2.808115e-01
1.501318e+00 2.898454e-01
1.502210e+00 2.898296e-01
1.503832e+00 2.873133e-01
1.507468e+00 2.891125e-01
1.508504e+00 2.864692e-01
1.508800e+00 2.864113e-01
1.512442e+00 2.814814e-01
1.512644e+00 2.785930e-01
1.514178e+00 2.851902e-01
1.514799e+00 2.904204e-01
1.516110e+00 2.667046e-01
1.516282e+00 2.828892e-01
1.520489e+00 2.739567e-01
1.520888e+00 2.930349e-01
1.521053e+00 2.900755e-01
1.521094e+00 2.875086e-01
1.523765e+00 2.872822e-01
1.524402e+00 2.798941e-01
1.527388e+00 2.828950e-01
1.527599e+00 2.754110e-01
1.529663e+00 2.877979e-01
1.531247e+00 2.830101e-01
1.533683e+00 2.784556e-01
1.534309e+00 2.846340e-01
1.536160e+00 2.753428e-01
1.538274e+00 2.776633e-01
1.538729e+00 2.772454e-01
1.539978e+00 2.826538e-01
1.540858e+00 2.695352e-01
1.541019e+00 2.748577e-01
1.546212e+00 2.778978e-01
1.546272e+00 2.794259e-01
1.546885e+00 2.784354e-01
1.547730e+00 2.786448e-01
1.547918e+00 2.733137e-01
1.552512e+00 2.601192e-01
1.552567e+00 2.816908e-01
1.553694e+00 2.759367e-01
1.554440e+00 2.733960e-01
1.555495e+00 2.774081e-01
1.558862e+00 2.841238e-01
1.559676e+00 2.704954e-01
1.561150e+00 2.772258e-01
1.561176e+00 2.711095e-01
1.561226e+00 2.667234e-01
1.564106e+00 2.771802e-01
1.565156e+00 2.828821e-01
1.567861e+00 2.717310e-01
1.568659e+00 2.667591e-01
1.571434e+00 2.722498e-01
1.571451e+00 2.796973e-01
1.572716e+00 2.754198e-01
1.574571e+00 2.726834e-01
1.576141e+00 2.687780e-01
1.577745e+00 2.773331e-01
1.581281e+00 2.747763e-01
1.581327e+00 2.699278e-01
1.581595e+00 2.621460e-01
1.583192e+00 2.698251e-01
1.583623e+00 2.688481e-01
1.584040e+00 2.645247e-01
1.587992e+00 2.926251e-01
1.588914e+00 2.547788e-01
1.589938e+00 2.739964e-01
1.590335e+00 2.702576e-01
1.591106e+00 2.733783e-01
1.594702e+00 2.821864e-01
1.594950e+00 2.691080e-01
1.596629e+00 2.733570e-01
1.598548e+00 2.702878e-01
1.598588e+00 2.657038e-01
1.601412e+00 2.701968e-01
1.601963e+00 2.588296e-01
1.602924e+00 2.729645e-01
1.606070e+00 2.657427e-01
1.606707e+00 2.632534e-01
1.607159e+00 2.697805e-01
1.608123e+00 2.662004e-01
1.609219e+00 2.617813e-01
1.610996e+00 3.019222e-01
1.613552e+00 2.641550e-01
1.614833e+00 2.642142e-01
1.615513e+00 2.635541e-01
1.615769e+00 2.655486e-01
1.618465e+00 2.657963e-01
1.621035e+00 2.638754e-01
1.621543e+00 2.655350e-01
1.621808e+00 2.603523e-01
1.622332e+00 2.549453e-01
1.624380e+00 2.639160e-01
1.625316e+00 2.488267e-01
1.628103e+00 2.644803e-01
1.628254e+00 2.666430e-01
1.628517e+00 2.586283e-01
1.630223e+00 2.587831e-01
1.632991e+00 2.618818e-01
1.634397e+00 2.601706e-01
1.634964e+00 2.613211e-01
1.635999e+00 2.573346e-01
1.640692e+00 2.627790e-01
1.641601e+00 2.630743e-01
1.641674e+00 2.568268e-01
1.641981e+00 2.576450e-01
1.642700e+00 2.516769e-01
1.643482e+00 2.604460e-01
1.646986e+00 2.558241e-01
1.648385e+00 2.599118e-01
1.650212e+00 2.598007e-01
1.650964e+00 2.530977e-01
1.653281e+00 2.629403e-01
1.653739e+00 2.574951e-01
1.655095e+00 2.635115e-01
1.658446e+00 2.608756e-01
1.658822e+00 2.575811e-01
1.659576e+00 2.601083e-01
1.661718e+00 2.435941e-01
1.661805e+00 2.587229e-01
1.663069e+00 2.497460e-01
1.665497e+00 2.532124e-01
1.665870e+00 2.514512e-01
1.665929e+00 2.526279e-01
1.667433e+00 2.556591e-01
1.668516e+00 2.582857e-01
1.671448e+00 2.847612e-01
1.672165e+00 2.527798e-01
1.673411e+00 2.538588e-01
1.675226e+00 2.592447e-01
1.676044e+00 2.549155e-01
1.677255e+00 2.542798e-01
1.678460e+00 2.452175e-01
1.680893e+00 2.550670e-01
1.681936e+00 2.506682e-01
1.683437e+00 2.461292e-01
1.684654e+00 2.567869e-01
1.684754e+00 2.520598e-01
1.688376e+00 2.508597e-01
1.688646e+00 2.515805e-01
1.689013e+00 2.475573e-01
1.691049e+00 2.591200e-01
1.693265e+00 2.550016e-01
1.695357e+00 2.500784e-01
1.695858e+00 2.471269e-01
1.697344e+00 2.453602e-01
1.698120e+00 2.382075e-01
1.700771e+00 2.450791e-01
1.701875e+00 2.474044e-01
1.702067e+00 2.480024e-01
1.703340e+00 2.393404e-01
1.703638e+00 2.487081e-01
1.703806e+00 2.413385e-01
1.708777e+00 2.484673e-01
1.709933e+00 2.409822e-01
1.710486e+00 2.497649e-01
1.710822e+00 2.538301e-01
1.712529e+00 2.479187e-01
1.715488e+00 2.490581e-01
1.716227e+00 2.457104e-01
1.718305e+00 2.439775e-01
1.719096e+00 2.470114e-01
1.722198e+00 2.420555e-01
1.722522e+00 2.351397e-01
1.724174e+00 2.406853e-01
1.724287e+00 2.379560e-01
1.725787e+00 2.459868e-01
1.727707e+00 2.452158e-01
1.728817e+00 2.409511e-01
1.728908e+00 2.401932e-01
1.731901e+00 2.707726e-01
1.733269e+00 2.433575e-01
1.734522e+00 2.333149e-01
1.735111e+00 2.409578e-01
1.735619e+00 2.428991e-01
1.736044e+00 2.426794e-01
1.736318e+00 2.460163e-01
1.740752e+00 2.426141e-01
1.741406e+00 2.409229e-01
1.742329e+00 2.407915e-01
1.744543e+00 2.368858e-01
1.744928e+00 2.437064e-01
1.747701e+00 2.410837e-01
1.747802e+00 2.351106e-01
1.748234e+00 2.360370e-01
1.749039e+00 2.378903e-01
1.753539e+00 2.428851e-01
1.753995e+00 2.390564e-01
1.755716e+00 2.437321e-01
1.755750e+00 2.371657e-01
1.759560e+00 2.481151e-01
1.760290e+00 2.518209e-01
1.762149e+00 2.418743e-01
1.762460e+00 2.392078e-01
1.763199e+00 2.419204e-01
1.764911e+00 2.336100e-01
1.766585e+00 2.441659e-01
1.769170e+00 2.361063e-01
1.770681e+00 2.360063e-01
1.770760e+00 2.391758e-01
1.770924e+00 2.287079e-01
1.771318e+00 2.291746e-01
1.775881e+00 2.353091e-01
1.778163e+00 2.410221e-01
1.779174e+00 2.348494e-01
1.779371e+00 2.356642e-01
1.782591e+00 2.311049e-01
1.783076e+00 2.286372e-01
1.785280e+00 2.320055e-01
1.785469e+00 2.500681e-01
1.785646e+00 2.413658e-01
1.787981e+00 2.334491e-01
1.789301e+00 2.323552e-01
1.791763e+00 2.482555e-01
1.792353e+00 2.590661e-01
1.793128e+00 2.370398e-01
1.794834e+00 2.350976e-01
1.796012e+00 2.299916e-01
1.796592e+00 2.322714e-01
1.800610e+00 2.299874e-01
1.802722e+00 2.285618e-01
1.804352e+00 2.333579e-01
1.805202e+00 2.287946e-01
1.805648e+00 2.271452e-01
1.806592e+00 2.318536e-01
1.807326e+00 2.231838e-01
1.808092e+00 2.319409e-01
1.809432e+00 2.307020e-01
1.813813e+00 2.284723e-01
1.815575e+00 2.341403e-01
1.816143e+00 2.246912e-01
1.818350e+00 2.263082e-01
1.822424e+00 2.290998e-01
1.822853e+00 2.217315e-01
1.823057e+00 2.293210e-01
1.826017e+00 2.241645e-01
1.829563e+00 2.242176e-01
1.830108e+00 2.277240e-01
1.830539e+00 2.296563e-01
1.831034e+00 2.280351e-01
1.836274e+00 2.184143e-01
1.838022e+00 2.279010e-01
1.839645e+00 2.222927e-01
1.841866e+00 2.256596e-01
1.842984e+00 2.222706e-01
1.843728e+00 2.186836e-01
1.845504e+00 2.265057e-01
1.846385e+00 2.216400e-01
1.848255e+00 2.245849e-01
1.849694e+00 2.183287e-01
1.852805e+00 2.485643e-01
1.852986e+00 2.277966e-01
1.853624e+00 2.242638e-01
1.856405e+00 2.187149e-01
1.856866e+00 2.244896e-01
1.860469e+00 2.275363e-01
1.863115e+00 2.280644e-01
1.865382e+00 2.229212e-01
1.865477e+00 2.219194e-01
1.866754e+00 2.196632e-01
1.867951e+00 2.297830e-01
1.869825e+00 2.178075e-01
1.874087e+00 2.172950e-01
1.875433e+00 2.190308e-01
1.876536e+00 2.229722e-01
1.877139e+00 2.204493e-01
1.880130e+00 2.147051e-01
1.882698e+00 2.212770e-01
1.882916e+00 2.250820e-01
1.883246e+00 2.082282e-01
1.887122e+00 2.169880e-01
1.888897e+00 2.197800e-01
1.890398e+00 2.211578e-01
1.891308e+00 2.216924e-01
1.896667e+00 2.184343e-01
1.897880e+00 2.140395e-01
1.899919e+00 2.164690e-01
1.900655e+00 2.167878e-01
1.903377e+00 2.295060e-01
1.905362e+00 2.179545e-01
1.907491e+00 2.146616e-01
1.908530e+00 2.176909e-01
1.910087e+00 2.207143e-01
1.912413e+00 2.159151e-01
1.912845e+00 2.190497e-01
1.913258e+00 2.375994e-01
1.916532e+00 2.102755e-01
1.917140e+00 2.151088e-01
1.920327e+00 2.130925e-01
1.923508e+00 2.070563e-01
1.924171e+00 2.125634e-01
1.925751e+00 2.180360e-01
1.927809e+00 2.153152e-01
1.927859e+00 2.117924e-01
1.934361e+00 2.163128e-01
1.935292e+00 2.194473e-01
1.935929e+00 2.159344e-01
1.942774e+00 2.108233e-01
1.942972e+00 2.172614e-01
1.947687e+00 2.154338e-01
1.948228e+00 2.082067e-01
1.950256e+00 2.127777e-01
1.951582e+00 2.125861e-01
1.952934e+00 2.058577e-01
1.957739e+00 2.066860e-01
1.959445e+00 2.110061e-01
1.960193e+00 2.009245e-01
1.965221e+00 2.078474e-01
1.968597e+00 2.060261e-01
1.968804e+00 2.221256e-01
1.971203e+00 2.096907e-01
1.972703e+00 2.057769e-01
1.973710e+00 2.278683e-01
1.977414e+00 2.084458e-01
1.980186e+00 2.016111e-01
1.982961e+00 2.066590e-01
1.986025e+00 2.047925e-01
1.987668e+00 2.058347e-01
1.988965e+00 2.031366e-01
1.989336e+00 2.019944e-01
1.994635e+00 2.041233e-01
1.994719e+00 2.097087e-01
1.995150e+00 2.015773e-01
2.002632e+00 2.044870e-01
2.003246e+00 2.070985e-01
2.006476e+00 2.073463e-01
2.009334e+00 2.015237e-01
2.010115e+00 2.022366e-01
2.011857e+00 2.029180e-01
2.017597e+00 1.998155e-01
2.018234e+00 2.050157e-01
2.020467e+00 2.001648e-01
2.025079e+00 1.943609e-01
2.025738e+00 1.979128e-01
2.029078e+00 1.932385e-01
2.029702e+00 1.995000e-01
2.029992e+00 1.985674e-01
2.032562e+00 1.955411e-01
2.034162e+00 2.185167e-01
2.037688e+00 2.042970e-01
2.040044e+00 2.048401e-01
2.041750e+00 2.043585e-01
2.046299e+00 2.042037e-01
2.047526e+00 1.857068e-01
2.050071e+00 1.960213e-01
2.053508e+00 2.054194e-01
2.054910e+00 1.982187e-01
2.055009e+00 1.912633e-01
2.062140e+00 1.944970e-01
2.062491e+00 1.917065e-01
2.063520e+00 1.962426e-01
2.065266e+00 1.997559e-01
2.069973e+00 1.961387e-01
2.070439e+00 1.941219e-01
2.072131e+00 1.966744e-01
2.077024e+00 1.980578e-01
2.077456e+00 1.903656e-01
2.080741e+00 1.956376e-01
2.084938e+00 1.929726e-01
2.088782e+00 1.946838e-01
2.089352e+00 1.952730e-01
2.090808e+00 1.927537e-01
2.092420e+00 1.969566e-01
2.094615e+00 2.093035e-01
2.097963e+00 1.910634e-01
2.098542e+00 1.904812e-01
2.099902e+00 1.891507e-01
2.100540e+00 1.929534e-01
2.106573e+00 1.911827e-01
2.111176e+00 1.903507e-01
2.112298e+00 1.931400e-01
2.114867e+00 1.920428e-01
2.115184e+00 1.905445e-01
2.122349e+00 1.942318e-01
2.123794e+00 1.901314e-01
2.124056e+00 1.912653e-01
2.129832e+00 1.908712e-01
2.131545e+00 1.879498e-01
2.132405e+00 1.921732e-01
2.134944e+00 1.869820e-01
2.135813e+00 1.892104e-01
2.141015e+00 1.899103e-01
2.144796e+00 1.833960e-01
2.147571e+00 1.894701e-01
2.149626e+00 1.912267e-01
2.151913e+00 1.856829e-01
2.155067e+00 2.009614e-01
2.158237e+00 1.874836e-01
2.159329e+00 1.869617e-01
2.166847e+00 1.829465e-01
2.171087e+00 1.902413e-01
2.171346e+00 1.830780e-01
2.172282e+00 1.839064e-01
2.175458e+00 1.822053e-01
2.182845e+00 1.844312e-01
2.184068e+00 1.825797e-01
2.192650e+00 1.808304e-01
2.192679e+00 1.805378e-01
2.194603e+00 1.853111e-01
2.201290e+00 1.816219e-01
2.206361e+00 1.832991e-01
2.207748e+00 1.799846e-01
2.209900e+00 1.799187e-01
2.213019e+00 1.790373e-01
2.215519e+00 1.928932e-01
2.218119e+00 1.822569e-01
2.218511e+00 1.802672e-01
2.227121e+00 1.809698e-01
2.229877e+00 1.815687e-01
2.233387e+00 1.774089e-01
2.235732e+00 1.771641e-01
2.241635e+00 1.786255e-01
2.244150e+00 1.764229e-01
2.244343e+00 1.759138e-01
2.252953e+00 1.728726e-01
2.253393e+00 1.748896e-01
2.253756e+00 1.754426e-01
2.261564e+00 1.756406e-01
2.265151e+00 1.757877e-01
2.270174e+00 1.737329e-01
2.274124e+00 1.739959e-01
2.275971e+00 1.851121e-01
2.276908e+00 1.754504e-01
2.278785e+00 1.726727e-01
2.280552e+00 1.732110e-01
2.287396e+00 1.729321e-01
2.288666e+00 1.740305e-01
2.294493e+00 1.720110e-01
2.296006e+00 1.685736e-01
2.300424e+00 1.739426e-01
2.304617e+00 1.699904e-01
2.312182e+00 1.704626e-01
2.313227e+00 1.707265e-01
2.314861e+00 1.704454e-01
2.316954e+00 1.701916e-01
2.321838e+00 1.662688e-01
2.323940e+00 1.696025e-01
2.330449e+00 1.665124e-01
2.335230e+00 1.685557e-01
2.335698e+00 1.701544e-01
2.336424e+00 1.779024e-01
2.339059e+00 1.641786e-01
2.347456e+00 1.681997e-01
2.347670e+00 1.684676e-01
2.353356e+00 1.665079e-01
2.355598e+00 1.666889e-01
2.356280e+00 1.667171e-01
2.359214e+00 1.678842e-01
2.364891e+00 1.552805e-01
2.370972e+00 1.660797e-01
2.373501e+00 1.607554e-01
2.375967e+00 1.638454e-01
2.382112e+00 1.634144e-01
2.382730e+00 1.656050e-01
2.389758e+00 1.637397e-01
2.390723e+00 1.659300e-01
2.394488e+00 1.643412e-01
2.396335e+00 1.627129e-01
2.396876e+00 1.714781e-01
2.399333e+00 1.672695e-01
2.406245e+00 1.638982e-01
2.407944e+00 1.606512e-01
2.416554e+00 1.584121e-01
2.416704e+00 1.605557e-01
2.418003e+00 1.609588e-01
2.426160e+00 1.607001e-01
2.429761e+00 1.603127e-01
2.433776e+00 1.636519e-01
2.437072e+00 1.587525e-01
2.441519e+00 1.579018e-01
2.442386e+00 1.519323e-01
2.450997e+00 1.616667e-01
2.453277e+00 1.568222e-01
2.457328e+00 1.653186e-01
2.457441e+00 1.579425e-01
2.462562e+00 1.581311e-01
2.465035e+00 1.529302e-01
2.468218e+00 1.511863e-01
2.476793e+00 1.556637e-01
2.477809e+00 1.548297e-01
2.488551e+00 1.532081e-01
2.498178e+00 1.541344e-01
2.498964e+00 1.549167e-01
2.500309e+00 1.537808e-01
2.512067e+00 1.534063e-01
2.517781e+00 1.594179e-01
2.518546e+00 1.530008e-01
2.523825e+00 1.535743e-01
2.535366e+00 1.520897e-01
2.535582e+00 1.510519e-01
2.538915e+00 1.505459e-01
2.547340e+00 1.489790e-01
2.559098e+00 1.484150e-01
2.559283e+00 1.486333e-01
2.570856e+00 1.472012e-01
2.571768e+00 1.495414e-01
2.578233e+00 1.533310e-01
2.579652e+00 1.469670e-01
2.582614e+00 1.456364e-01
2.594372e+00 1.446296e-01
2.600020e+00 1.460628e-01
2.606130e+00 1.458695e-01
2.608170e+00 1.468065e-01
2.617888e+00 1.454420e-01
2.620389e+00 1.435982e-01
2.629646e+00 1.414861e-01
2.638685e+00 1.481359e-01
2.640757e+00 1.435336e-01
2.641404e+00 1.416848e-01
2.644572e+00 1.444863e-01
2.653162e+00 1.387896e-01
2.661126e+00 1.407469e-01
2.664919e+00 1.418035e-01
2.676677e+00 1.388899e-01
2.680974e+00 1.414799e-01
2.681494e+00 1.390537e-01
2.688435e+00 1.483050e-01
2.699137e+00 1.431449e-01
2.700193e+00 1.351225e-01
2.701863e+00 1.380369e-01
2.711951e+00 1.378308e-01
2.717376e+00 1.394870e-01
2.722231e+00 1.375041e-01
2.723709e+00 1.374391e-01
2.735467e+00 1.345499e-01
2.742600e+00 1.359474e-01
2.747225e+00 1.335701e-01
2.753778e+00 1.367378e-01
2.758983e+00 1.303133e-01
2.759590e+00 1.379382e-01
2.762968e+00 1.344607e-01
2.770741e+00 1.255025e-01
2.782499e+00 1.303428e-01
2.783337e+00 1.319954e-01
2.790180e+00 1.338533e-01
2.794257e+00 1.378026e-01
2.803705e+00 1.323554e-01
2.806014e+00 1.310571e-01
2.817772e+00 1.309693e-01
2.820042e+00 1.336331e-01
2.824074e+00 1.300516e-01
2.826582e+00 1.318116e-01
2.829530e+00 1.283419e-01
2.841288e+00 1.314864e-01
2.844442e+00 1.280554e-01
2.853046e+00 1.293235e-01
2.862984e+00 1.299379e-01
2.864804e+00 1.292239e-01
2.864811e+00 1.284109e-01
2.876562e+00 1.272564e-01
2.880494e+00 1.291924e-01
2.885179e+00 1.260989e-01
2.888320e+00 1.258957e-01
2.899386e+00 1.272384e-01
2.900078e+00 1.255152e-01
2.905548e+00 1.250408e-01
2.911836e+00 1.270701e-01
2.923594e+00 1.254137e-01
2.925916e+00 1.231227e-01
2.935351e+00 1.256137e-01
2.935788e+00 1.250027e-01
2.940947e+00 1.251303e-01
2.946285e+00 1.233227e-01
2.947109e+00 1.237879e-01
2.958867e+00 1.216010e-01
2.966653e+00 1.223868e-01
2.970625e+00 1.233740e-01
2.972190e+00 1.228453e-01
2.982383e+00 1.181349e-01
2.987022e+00 1.203051e-01
2.994141e+00 1.213641e-01
3.001399e+00 1.209169e-01
3.005899e+00 1.183407e-01
3.007390e+00 1.182436e-01
3.008592e+00 1.208883e-01
3.017657e+00 1.192029e-01
3.027759e+00 1.139454e-01
3.029415e+00 1.149576e-01
3.041173e+00 1.162990e-01
3.044994e+00 1.182856e-01
3.048127e+00 1.165235e-01
3.052931e+00 1.148289e-01
3.061851e+00 1.171381e-01
3.064688e+00 1.152179e-01
3.068496e+00 1.121293e-01
3.076446e+00 1.120106e-01
3.081396e+00 1.165232e-01
3.088204e+00 1.155393e-01
3.088864e+00 1.198695e-01
3.099962e+00 1.122900e-01
3.109233e+00 1.124081e-01
3.111720e+00 1.117176e-01
3.117798e+00 1.147904e-01
3.122303e+00 1.134899e-01
3.123478e+00 1.122445e-01
3.129601e+00 1.114082e-01
3.135236e+00 1.096529e-01
3.146994e+00 1.107292e-01
3.149970e+00 1.099770e-01
3.154200e+00 1.125720e-01
3.158752e+00 1.109063e-01
3.170338e+00 1.087373e-01
3.170510e+00 1.095568e-01
3.182268e+00 1.065695e-01
3.182756e+00 1.100221e-01
3.190602e+00 1.110987e-01
3.190707e+00 1.081246e-01
3.194026e+00 1.088821e-01
3.205783e+00 1.084864e-01
3.211075e+00 1.064513e-01
3.217541e+00 1.049201e-01
3.227004e+00 1.092921e-01
3.229299e+00 1.064499e-01
3.231444e+00 1.061970e-01
3.241057e+00 1.036836e-01
3.243208e+00 1.066758e-01
3.251812e+00 1.048237e-01
3.252815e+00 1.055333e-01
3.263406e+00 1.076137e-01
3.264573e+00 1.023892e-01
3.272181e+00 1.048314e-01
3.276331e+00 1.044328e-01
3.288089e+00 1.035239e-01
3.292549e+00 1.033185e-01
3.299808e+00 1.056762e-01
3.299847e+00 1.011393e-01
3.303660e+00 1.033671e-01
3.312918e+00 1.023499e-01
3.323363e+00 9.778913e-02
3.333286e+00 1.001695e-01
3.335120e+00 1.026269e-01
3.336210e+00 1.033717e-01
3.346878e+00 1.016991e-01
3.353655e+00 1.005124e-01
3.364113e+00 1.003753e-01
3.370394e+00 9.637577e-02
3.372613e+00 1.021787e-01
3.374023e+00 9.766201e-02
3.394392e+00 9.865420e-02
3.409015e+00 1.001521e-01
3.414760e+00 9.610092e-02
3.424565e+00 9.725042e-02
3.435129e+00 9.598246e-02
3.445417e+00 9.868919e-02
3.455497e+00 9.689188e-02
3.475866e+00 9.516351e-02
3.481819e+00 9.734587e-02
3.485017e+00 9.456193e-02
3.496234e+00 9.381097e-02
3.516603e+00 9.318828e-02
3.518221e+00 9.574587e-02
3.536971e+00 9.243236e-02
3.545470e+00 9.185242e-02
3.554623e+00 9.431192e-02
3.557340e+00 9.059587e-02
3.577708e+00 9.145390e-02
3.591025e+00 9.251022e-02
3.598077e+00 8.959428e-02
3.605922e+00 8.907954e-02
3.618445e+00 9.510108e-02
3.627427e+00 9.125807e-02
3.638814e+00 8.850214e-02
3.659182e+00 8.740504e-02
3.663829e+00 8.963666e-02
3.666374e+00 8.658974e-02
3.679551e+00 8.633137e-02
3.699919e+00 8.623778e-02
3.700231e+00 8.836200e-02
3.720288e+00 8.514670e-02
3.726826e+00 8.417371e-02
3.736633e+00 8.692065e-02
3.740656e+00 8.440206e-02
3.761025e+00 8.453404e-02
3.773035e+00 8.561134e-02
3.781393e+00 8.275092e-02
3.787279e+00 8.194057e-02
3.801762e+00 8.174397e-02
3.809437e+00 8.442734e-02
3.822130e+00 8.141614e-02
3.842499e+00 8.086614e-02
3.845839e+00 8.315557e-02
3.847731e+00 7.962838e-02
3.862867e+00 7.996601e-02
3.882241e+00 8.176174e-02
3.883236e+00 8.017909e-02
3.903604e+00 7.845437e-02
3.908183e+00 7.745372e-02
3.918643e+00 8.032234e-02
3.923973e+00 7.784287e-02
3.944341e+00 7.677737e-02
3.955045e+00 7.914693e-02
3.964710e+00 7.712538e-02
3.968636e+00 7.533457e-02
3.985078e+00 7.584688e-02
3.991447e+00 7.785125e-02
4.005447e+00 7.538845e-02
4.025815e+00 7.344248e-02
4.027849e+00 7.674452e-02
4.029088e+00 7.338582e-02
4.046184e+00 7.403373e-02
4.064251e+00 7.576731e-02
4.066552e+00 7.328636e-02
4.086921e+00 7.292269e-02
4.089540e+00 7.149393e-02
4.100653e+00 7.446756e-02
4.107289e+00 7.147590e-02
4.127658e+00 7.154203e-02
4.137055e+00 7.325615e-02
4.148026e+00 7.107396e-02
4.149992e+00 6.939184e-02
4.168395e+00 7.044654e-02
4.173457e+00 7.216248e-02
4.188763e+00 6.937166e-02
4.209132e+00 6.946549e-02
4.209859e+00 7.080497e-02
4.210445e+00 6.769541e-02
4.229500e+00 6.786031e-02
4.246261e+00 6.998201e-02
4.249869e+00 6.656352e-02
4.270237e+00 6.706687e-02
4.270897e+00 6.597420e-02
4.282663e+00 6.884967e-02
4.290606e+00 6.611296e-02
4.310974e+00 6.550309e-02
4.319065e+00 6.796940e-02
4.331343e+00 6.653356e-02
4.331349e+00 6.438068e-02
4.351711e+00 6.453441e-02
4.355467e+00 6.682603e-02
4.372080e+00 6.509137e-02
4.391802e+00 6.268302e-02
4.391869e+00 6.612510e-02
4.392448e+00 6.452318e-02
4.412817e+00 6.350327e-02
4.428271e+00 6.485254e-02
4.433185e+00 6.326140e-02
4.452254e+00 6.111409e-02
4.453554e+00 6.201725e-02
4.464673e+00 6.415210e-02
4.473922e+00 6.124591e-02
4.494291e+00 6.088533e-02
4.501075e+00 6.314528e-02
4.512706e+00 5.953443e-02
4.514659e+00 6.094050e-02
4.535028e+00 5.973641e-02
4.537477e+00 6.203913e-02
4.555396e+00 6.090922e-02
4.573159e+00 5.809693e-02
4.573879e+00 6.076262e-02
4.575765e+00 6.075077e-02
4.596133e+00 5.852115e-02
4.610281e+00 5.977672e-02
4.616502e+00 5.879589e-02
4.633611e+00 5.668874e-02
4.636870e+00 5.739293e-02
4.646683e+00 5.928237e-02
4.657239e+00 5.500824e-02
4.677607e+00 5.711210e-02
4.683085e+00 5.823179e-02
4.694063e+00 5.529115e-02
4.697976e+00 5.636547e-02
4.718344e+00 5.656792e-02
4.719487e+00 5.754154e-02
4.738713e+00 5.643932e-02
4.754515e+00 5.405897e-02
4.755889e+00 5.652475e-02
4.759081e+00 5.568632e-02
4.779450e+00 5.688394e-02
4.792291e+00 5.595485e-02
4.799818e+00 5.355313e-02
4.814968e+00 5.272570e-02
4.820187e+00 5.527175e-02
4.828693e+00 5.517046e-02
4.840555e+00 5.424288e-02
4.860924e+00 5.418543e-02
4.865095e+00 5.404220e-02
4.875420e+00 5.145552e-02
4.881293e+00 5.349325e-02
4.901497e+00 5.348976e-02
4.901661e+00 5.288045e-02
4.922030e+00 5.373206e-02
4.935872e+00 5.025785e-02
4.937899e+00 5.266877e-02
4.942398e+00 5.291004e-02
4.962767e+00 5.311860e-02
4.974301e+00 5.196017e-02
4.983135e+00 5.180221e-02
4.996325e+00 4.904317e-02
5.003504e+00 5.149977e-02
5.010703e+00 5.132489e-02
5.023872e+00 5.192146e-02
5.044241e+00 5.122629e-02
5.047105e+00 5.032118e-02
5.056777e+00 4.796034e-02
5.064609e+00 5.031671e-02
5.083507e+00 4.959864e-02
5.084978e+00 5.048929e-02
5.105346e+00 4.979749e-02
5.117229e+00 4.684561e-02
5.119909e+00 4.896028e-02
5.125715e+00 4.948341e-02
5.146083e+00 4.880182e-02
5.156311e+00 4.828771e-02
5.166452e+00 4.840018e-02
5.177681e+00 4.576131e-02
5.186820e+00 4.817685e-02
5.192713e+00 4.747109e-02
5.207189e+00 4.770909e-02
5.227557e+00 4.767575e-02
5.229115e+00 4.685992e-02
5.238134e+00 4.474456e-02
5.247926e+00 4.744136e-02
5.265518e+00 4.634491e-02
5.268294e+00 4.758809e-02
5.288663e+00 4.662819e-02
5.298586e+00 4.376620e-02
5.301920e+00 4.569850e-02
5.309031e+00 4.642495e-02
5.329400e+00 4.566994e-02
5.338322e+00 4.491567e-02
5.349768e+00 4.640728e-02
5.359038e+00 4.279457e-02
5.370137e+00 4.541038e-02
5.374724e+00 4.429927e-02
5.390505e+00 4.431494e-02
5.410874e+00 4.480395e-02
5.411126e+00 4.345406e-02
5.419491e+00 4.180089e-02
5.431242e+00 4.493095e-02
5.447528e+00 4.265149e-02
5.451611e+00 4.375145e-02
5.471979e+00 4.365694e-02
5.479943e+00 4.086648e-02
5.483930e+00 4.245348e-02
5.492348e+00 4.395128e-02
5.512716e+00 4.313179e-02
5.520332e+00 4.123460e-02
5.533085e+00 4.188717e-02
5.540395e+00 4.002003e-02
5.553453e+00 4.381542e-02
5.556734e+00 4.126717e-02
5.573822e+00 4.226364e-02
5.593136e+00 4.059299e-02
5.594190e+00 4.135613e-02
5.600848e+00 3.916773e-02
5.614559e+00 4.234414e-02
5.629538e+00 4.002733e-02
5.634927e+00 4.201716e-02
5.655296e+00 4.102001e-02
5.661300e+00 3.832850e-02
5.665940e+00 3.968803e-02
5.675664e+00 4.207843e-02
5.696033e+00 4.216379e-02
